"","collectionunitid","chronologyid","chronologyname","ageboundolder","ageboundyounger","agetype","agemodel"
"862",5053,2677,"FAUNMAP 1.1",6320,6290,"Radiocarbon years BP","Individually dated analysis units"
"863",5054,2678,"FAUNMAP 1.1",3260,1220,"Radiocarbon years BP","Individually dated analysis units"
"864",5058,2682,"FAUNMAP 1.1",2910,1610,"Radiocarbon years BP","Individually dated analysis units"
"865",5059,2683,"FAUNMAP 1.1",6765,6765,"Radiocarbon years BP","Individually dated analysis units"
"866",5060,2684,"FAUNMAP 1.1",35000,8000,"Radiocarbon years BP","Individually dated analysis units"
"867",5063,2687,"FAUNMAP 1.1",10000,1,"Radiocarbon years BP","Individually dated analysis units"
"868",5068,2692,"FAUNMAP 1.1",2350,2170,"Radiocarbon years BP","Individually dated analysis units"
"869",5071,2695,"FAUNMAP 1.1",2945,2945,"Radiocarbon years BP","Individually dated analysis units"
"870",5088,2712,"FAUNMAP 1.1",8430,8430,"Radiocarbon years BP","Individually dated analysis units"
"871",5089,2713,"FAUNMAP 1.1",1240,730,"Radiocarbon years BP","Individually dated analysis units"
"872",5103,2727,"FAUNMAP 1.1",1141,980,"Radiocarbon years BP","Individually dated analysis units"
"873",5104,2728,"FAUNMAP 1.1",690,680,"Radiocarbon years BP","Individually dated analysis units"
"874",5105,2729,"FAUNMAP 1.1",730,620,"Radiocarbon years BP","Individually dated analysis units"
"875",5106,2730,"FAUNMAP 1.1",910,590,"Radiocarbon years BP","Individually dated analysis units"
"876",5107,2731,"FAUNMAP 1.1",1000,1000,"Radiocarbon years BP","Individually dated analysis units"
"877",5108,2732,"FAUNMAP 1.1",1250,1250,"Radiocarbon years BP","Individually dated analysis units"
"878",5118,2742,"FAUNMAP 1.1",1750,1200,"Radiocarbon years BP","Individually dated analysis units"
"879",5126,2750,"FAUNMAP 1.1",1350,1350,"Radiocarbon years BP","Individually dated analysis units"
"880",5177,2801,"FAUNMAP 1.1",2630,2630,"Radiocarbon years BP","Individually dated analysis units"
"881",5178,2802,"FAUNMAP 1.1",3860,3860,"Radiocarbon years BP","Individually dated analysis units"
"882",5181,2805,"FAUNMAP 1.1",1150,1050,"Radiocarbon years BP","Individually dated analysis units"
"883",5188,2812,"FAUNMAP 1.1",35000,31400,"Radiocarbon years BP","Individually dated analysis units"
"884",5190,2814,"FAUNMAP 1.1",4950,350,"Radiocarbon years BP","Individually dated analysis units"
"885",5192,2816,"FAUNMAP 1.1",550,180,"Radiocarbon years BP","Individually dated analysis units"
"886",5199,2823,"FAUNMAP 1.1",1587,650,"Radiocarbon years BP","Individually dated analysis units"
"887",5206,2830,"FAUNMAP 1.1",8690,1050,"Radiocarbon years BP","Individually dated analysis units"
"888",5212,2836,"FAUNMAP 1.1",8270,1,"Radiocarbon years BP","Individually dated analysis units"
"889",5215,2839,"FAUNMAP 1.1",35000,10000,"Radiocarbon years BP","Individually dated analysis units"
"890",5217,2841,"FAUNMAP 1.1",23230,23230,"Radiocarbon years BP","Individually dated analysis units"
"891",5218,2842,"FAUNMAP 1.1",13970,13970,"Radiocarbon years BP","Individually dated analysis units"
"892",5219,2843,"FAUNMAP 1.1",15850,15850,"Radiocarbon years BP","Individually dated analysis units"
"893",5220,2844,"FAUNMAP 1.1",10000,1,"Radiocarbon years BP","Individually dated analysis units"
"894",5222,2846,"FAUNMAP 1.1",6530,200,"Radiocarbon years BP","Individually dated analysis units"
"895",5226,2850,"FAUNMAP 1.1",20000,1,"Radiocarbon years BP","Individually dated analysis units"
"896",5230,2854,"FAUNMAP 1.1",760,760,"Radiocarbon years BP","Individually dated analysis units"
"897",5231,2855,"FAUNMAP 1.1",835,595,"Radiocarbon years BP","Individually dated analysis units"
"898",5232,2856,"FAUNMAP 1.1",860,670,"Radiocarbon years BP","Individually dated analysis units"
"899",5235,2859,"FAUNMAP 1.1",14935,1,"Radiocarbon years BP","Individually dated analysis units"
"900",5236,2860,"FAUNMAP 1.1",11500,10670,"Radiocarbon years BP","Individually dated analysis units"
"901",5237,2861,"FAUNMAP 1.1",9690,6430,"Radiocarbon years BP","Individually dated analysis units"
"902",5239,2863,"FAUNMAP 1.1",2540,110,"Radiocarbon years BP","Individually dated analysis units"
"903",5240,2864,"FAUNMAP 1.1",1000,110,"Radiocarbon years BP","Individually dated analysis units"
"904",5243,2867,"FAUNMAP 1.1",2270,820,"Radiocarbon years BP","Individually dated analysis units"
"905",5246,2870,"FAUNMAP 1.1",8810,7410,"Radiocarbon years BP","Individually dated analysis units"
"906",5259,2883,"FAUNMAP 1.1",26075,26075,"Radiocarbon years BP","Individually dated analysis units"
"907",5313,2935,"FAUNMAP 1.1",1000,1,"Radiocarbon years BP","Individually dated analysis units"
"908",5314,2936,"FAUNMAP 1.1",9450,1216,"Radiocarbon years BP","Individually dated analysis units"
"909",5322,2944,"FAUNMAP 1.1",1940,1370,"Radiocarbon years BP","Individually dated analysis units"
"910",5324,2946,"FAUNMAP 1.1",640,640,"Radiocarbon years BP","Individually dated analysis units"
"911",5326,2948,"FAUNMAP 1.1",440,440,"Radiocarbon years BP","Individually dated analysis units"
"912",5327,2949,"FAUNMAP 1.1",565,565,"Radiocarbon years BP","Individually dated analysis units"
"913",5328,2950,"FAUNMAP 1.1",5680,500,"Radiocarbon years BP","Individually dated analysis units"
"914",5331,2953,"FAUNMAP 1.1",15000,1,"Radiocarbon years BP","Individually dated analysis units"
"915",5334,2956,"FAUNMAP 1.1",10035,1,"Radiocarbon years BP","Individually dated analysis units"
"916",5335,2957,"FAUNMAP 1.1",2440,2440,"Radiocarbon years BP","Individually dated analysis units"
"917",5340,2962,"FAUNMAP 1.1",11080,3722,"Radiocarbon years BP","Individually dated analysis units"
"918",5343,2965,"FAUNMAP 1.1",9240,9240,"Radiocarbon years BP","Individually dated analysis units"
"919",5347,2969,"FAUNMAP 1.1",1790,1530,"Radiocarbon years BP","Individually dated analysis units"
"920",5352,2974,"FAUNMAP 1.1",10000,710,"Radiocarbon years BP","Individually dated analysis units"
"921",5356,2978,"FAUNMAP 1.1",1050,350,"Radiocarbon years BP","Individually dated analysis units"
"922",5363,2985,"FAUNMAP 1.1",530,180,"Radiocarbon years BP","Individually dated analysis units"
"923",5365,2987,"FAUNMAP 1.1",10000,1,"Radiocarbon years BP","Individually dated analysis units"
"924",5385,3007,"FAUNMAP 1.1",1050,850,"Radiocarbon years BP","Individually dated analysis units"
"925",5386,3008,"FAUNMAP 1.1",11630,11410,"Radiocarbon years BP","Individually dated analysis units"
"926",5387,3009,"FAUNMAP 1.1",650,450,"Radiocarbon years BP","Individually dated analysis units"
"927",5389,3011,"FAUNMAP 1.1",5980,1150,"Radiocarbon years BP","Individually dated analysis units"
"928",5395,3017,"FAUNMAP 1.1",1100,1100,"Radiocarbon years BP","Individually dated analysis units"
"929",5396,3018,"FAUNMAP 1.1",1382,1382,"Radiocarbon years BP","Individually dated analysis units"
"930",5417,3039,"FAUNMAP 1.1",35000,6130,"Radiocarbon years BP","Individually dated analysis units"
"931",5419,3041,"FAUNMAP 1.1",1230,1230,"Radiocarbon years BP","Individually dated analysis units"
"932",5420,3042,"FAUNMAP 1.1",8950,2950,"Radiocarbon years BP","Individually dated analysis units"
"933",5421,3043,"FAUNMAP 1.1",25030,25030,"Radiocarbon years BP","Individually dated analysis units"
"934",5422,3044,"FAUNMAP 1.1",13740,13740,"Radiocarbon years BP","Individually dated analysis units"
"935",5440,3062,"FAUNMAP 1.1",3440,2450,"Radiocarbon years BP","Individually dated analysis units"
"936",5449,3071,"FAUNMAP 1.1",570,480,"Radiocarbon years BP","Individually dated analysis units"
"937",5453,3075,"FAUNMAP 1.1",1350,1200,"Radiocarbon years BP","Individually dated analysis units"
"938",5472,3094,"FAUNMAP 1.1",10920,850,"Radiocarbon years BP","Individually dated analysis units"
"939",5475,3097,"FAUNMAP 1.1",1550,1110,"Radiocarbon years BP","Individually dated analysis units"
"940",5476,3098,"FAUNMAP 1.1",1250,950,"Radiocarbon years BP","Individually dated analysis units"
"941",5479,3101,"FAUNMAP 1.1",720,525,"Radiocarbon years BP","Individually dated analysis units"
"942",5480,3102,"FAUNMAP 1.1",6720,5680,"Radiocarbon years BP","Individually dated analysis units"
"943",5481,3103,"FAUNMAP 1.1",850,800,"Radiocarbon years BP","Individually dated analysis units"
"944",5487,3109,"FAUNMAP 1.1",10000,1150,"Radiocarbon years BP","Individually dated analysis units"
"945",5488,3110,"FAUNMAP 1.1",1860,1740,"Radiocarbon years BP","Individually dated analysis units"
"946",5492,3114,"FAUNMAP 1.1",550,250,"Radiocarbon years BP","Individually dated analysis units"
"947",5493,3115,"FAUNMAP 1.1",1250,550,"Radiocarbon years BP","Individually dated analysis units"
"948",5495,3117,"FAUNMAP 1.1",10000,450,"Radiocarbon years BP","Individually dated analysis units"
"949",5496,3118,"FAUNMAP 1.1",1176,1021,"Radiocarbon years BP","Individually dated analysis units"
"950",5497,3119,"FAUNMAP 1.1",1075,895,"Radiocarbon years BP","Individually dated analysis units"
"951",5498,3120,"FAUNMAP 1.1",950,550,"Radiocarbon years BP","Individually dated analysis units"
"952",5499,3121,"FAUNMAP 1.1",7000,930,"Radiocarbon years BP","Individually dated analysis units"
"953",5517,3139,"FAUNMAP 1.1",10000,8000,"Radiocarbon years BP","Individually dated analysis units"
"954",5518,3140,"FAUNMAP 1.1",12050,12050,"Radiocarbon years BP","Individually dated analysis units"
"955",5532,3154,"FAUNMAP 1.1",840,690,"Radiocarbon years BP","Individually dated analysis units"
"956",5534,3156,"FAUNMAP 1.1",750,650,"Radiocarbon years BP","Individually dated analysis units"
"957",5536,3158,"FAUNMAP 1.1",2460,1950,"Radiocarbon years BP","Individually dated analysis units"
"958",5540,3162,"FAUNMAP 1.1",1820,1580,"Radiocarbon years BP","Individually dated analysis units"
"959",5543,3165,"FAUNMAP 1.1",5000,3000,"Radiocarbon years BP","Individually dated analysis units"
"960",5547,3169,"FAUNMAP 1.1",8000,1,"Radiocarbon years BP","Individually dated analysis units"
"961",5580,3202,"FAUNMAP 1.1",9500,365,"Radiocarbon years BP","Individually dated analysis units"
"962",5584,3206,"FAUNMAP 1.1",8900,6900,"Radiocarbon years BP","Individually dated analysis units"
"963",5585,3207,"FAUNMAP 1.1",12100,8920,"Radiocarbon years BP","Individually dated analysis units"
"964",5586,3208,"FAUNMAP 1.1",12310,660,"Radiocarbon years BP","Individually dated analysis units"
"965",5588,3210,"FAUNMAP 1.1",110000,12900,"Radiocarbon years BP","Individually dated analysis units"
"966",5590,3212,"FAUNMAP 1.1",4950,1,"Radiocarbon years BP","Individually dated analysis units"
"967",5593,3215,"FAUNMAP 1.1",13000,1,"Radiocarbon years BP","Individually dated analysis units"
"968",5594,3216,"FAUNMAP 1.1",10000,100,"Radiocarbon years BP","Individually dated analysis units"
"969",5601,3223,"FAUNMAP 1.1",14000,11000,"Radiocarbon years BP","Individually dated analysis units"
"970",5602,3224,"FAUNMAP 1.1",23500,1,"Radiocarbon years BP","Individually dated analysis units"
"971",5603,3225,"FAUNMAP 1.1",110000,1,"Calendar years BP","Individually dated analysis units"
"972",5604,3226,"FAUNMAP 1.1",34000,1,"Radiocarbon years BP","Individually dated analysis units"
"973",5606,3228,"FAUNMAP 1.1",5000,1,"Radiocarbon years BP","Individually dated analysis units"
"974",5607,3229,"FAUNMAP 1.1",13000,12500,"Radiocarbon years BP","Individually dated analysis units"
"975",5608,3230,"FAUNMAP 1.1",110000,40000,"Calendar years BP","Individually dated analysis units"
"976",5610,3232,"FAUNMAP 1.1",12980,1,"Radiocarbon years BP","Individually dated analysis units"
"977",5611,3233,"FAUNMAP 1.1",6700,1,"Radiocarbon years BP","Individually dated analysis units"
"978",5612,3234,"FAUNMAP 1.1",18000,1,"Radiocarbon years BP","Individually dated analysis units"
"979",5613,3235,"FAUNMAP 1.1",9800,1,"Radiocarbon years BP","Individually dated analysis units"
"980",5614,3236,"FAUNMAP 1.1",18000,1,"Radiocarbon years BP","Individually dated analysis units"
"981",5615,3237,"FAUNMAP 1.1",13480,1,"Radiocarbon years BP","Individually dated analysis units"
"982",5616,3238,"FAUNMAP 1.1",15100,13500,"Radiocarbon years BP","Individually dated analysis units"
"983",5617,3239,"FAUNMAP 1.1",13210,12330,"Radiocarbon years BP","Individually dated analysis units"
"984",5618,3240,"FAUNMAP 1.1",10930,10290,"Radiocarbon years BP","Individually dated analysis units"
"985",5619,3241,"FAUNMAP 1.1",8720,8360,"Radiocarbon years BP","Individually dated analysis units"
"986",5620,3242,"FAUNMAP 1.1",12060,11680,"Radiocarbon years BP","Individually dated analysis units"
"987",5621,3243,"FAUNMAP 1.1",11360,10460,"Radiocarbon years BP","Individually dated analysis units"
"988",5622,3244,"FAUNMAP 1.1",110000,9800,"Radiocarbon years BP","Individually dated analysis units"
"989",5623,3245,"FAUNMAP 1.1",110000,10600,"Radiocarbon years BP","Individually dated analysis units"
"990",5625,3247,"FAUNMAP 1.1",30000,1,"Radiocarbon years BP","Individually dated analysis units"
"991",5628,3250,"FAUNMAP 1.1",65000,8600,"Radiocarbon years BP","Individually dated analysis units"
"992",5640,3262,"FAUNMAP 1.1",65000,35000,"Calendar years BP","Individually dated analysis units"
"993",5641,3263,"FAUNMAP 1.1",3000,2500,"Radiocarbon years BP","Individually dated analysis units"
"994",5642,7405,"FAUNMAP 1.1",15020,12220,"Radiocarbon years BP","Individually dated analysis units"
"995",5643,3264,"FAUNMAP 1.1",13000,12000,"Radiocarbon years BP","Individually dated analysis units"
"996",5644,3265,"FAUNMAP 1.1",14000,13000,"Radiocarbon years BP","Individually dated analysis units"
"997",5645,3266,"FAUNMAP 1.1",13000,12000,"Radiocarbon years BP","Individually dated analysis units"
"998",5646,3267,"FAUNMAP 1.1",15000,5000,"Radiocarbon years BP","Individually dated analysis units"
"999",5647,3268,"FAUNMAP 1.1",13000,12000,"Radiocarbon years BP","Individually dated analysis units"
"1000",5648,3269,"FAUNMAP 1.1",2000,1500,"Radiocarbon years BP","Individually dated analysis units"
"1001",5649,3270,"FAUNMAP 1.1",24000,21000,"Radiocarbon years BP","Individually dated analysis units"
"1002",5650,3271,"FAUNMAP 1.1",7000,6000,"Radiocarbon years BP","Individually dated analysis units"
"1003",5651,3272,"FAUNMAP 1.1",9000,8000,"Radiocarbon years BP","Individually dated analysis units"
"1004",5652,3273,"FAUNMAP 1.1",10500,10000,"Radiocarbon years BP","Individually dated analysis units"
"1005",5653,3274,"FAUNMAP 1.1",11000,10000,"Radiocarbon years BP","Individually dated analysis units"
"1006",5654,3275,"FAUNMAP 1.1",9500,7500,"Radiocarbon years BP","Individually dated analysis units"
"1007",5655,3276,"FAUNMAP 1.1",9000,6000,"Radiocarbon years BP","Individually dated analysis units"
"1008",5656,3277,"FAUNMAP 1.1",9000,8000,"Radiocarbon years BP","Individually dated analysis units"
"1009",5657,3278,"FAUNMAP 1.1",8500,7500,"Radiocarbon years BP","Individually dated analysis units"
"1010",5658,3279,"FAUNMAP 1.1",10000,9000,"Radiocarbon years BP","Individually dated analysis units"
"1011",5659,3280,"FAUNMAP 1.1",15000,14000,"Radiocarbon years BP","Individually dated analysis units"
"1012",5660,3281,"FAUNMAP 1.1",12000,11000,"Radiocarbon years BP","Individually dated analysis units"
"1013",5662,3283,"FAUNMAP 1.1",13000,7000,"Radiocarbon years BP","Individually dated analysis units"
"1014",5663,3284,"FAUNMAP 1.1",12000,10000,"Radiocarbon years BP","Individually dated analysis units"
"1015",5664,3285,"FAUNMAP 1.1",11500,10500,"Radiocarbon years BP","Individually dated analysis units"
"1016",5665,3286,"FAUNMAP 1.1",10500,10000,"Radiocarbon years BP","Individually dated analysis units"
"1017",5666,3287,"FAUNMAP 1.1",19000,17500,"Radiocarbon years BP","Individually dated analysis units"
"1018",5667,3288,"FAUNMAP 1.1",110000,20000,"Radiocarbon years BP","Individually dated analysis units"
"1019",5668,3289,"FAUNMAP 1.1",10500,9500,"Radiocarbon years BP","Individually dated analysis units"
"1020",5669,3290,"FAUNMAP 1.1",12000,11000,"Radiocarbon years BP","Individually dated analysis units"
"1021",5670,3291,"FAUNMAP 1.1",11000,10500,"Radiocarbon years BP","Individually dated analysis units"
"1022",5671,3292,"FAUNMAP 1.1",14500,13500,"Radiocarbon years BP","Individually dated analysis units"
"1023",5672,3293,"FAUNMAP 1.1",11000,10000,"Radiocarbon years BP","Individually dated analysis units"
"1024",5673,3294,"FAUNMAP 1.1",10500,9500,"Radiocarbon years BP","Individually dated analysis units"
"1025",5674,3295,"FAUNMAP 1.1",12000,11000,"Radiocarbon years BP","Individually dated analysis units"
"1026",5675,3296,"FAUNMAP 1.1",11000,10000,"Radiocarbon years BP","Individually dated analysis units"
"1027",5676,3297,"FAUNMAP 1.1",13000,12000,"Radiocarbon years BP","Individually dated analysis units"
"1028",5677,3298,"FAUNMAP 1.1",5350,5150,"Radiocarbon years BP","Individually dated analysis units"
"1029",5678,3299,"FAUNMAP 1.1",1040,940,"Radiocarbon years BP","Individually dated analysis units"
"1030",5679,3300,"FAUNMAP 1.1",1050,900,"Radiocarbon years BP","Individually dated analysis units"
"1031",5680,3301,"FAUNMAP 1.1",3500,3300,"Radiocarbon years BP","Individually dated analysis units"
"1032",5681,3302,"FAUNMAP 1.1",3550,3350,"Radiocarbon years BP","Individually dated analysis units"
"1033",5682,3303,"FAUNMAP 1.1",2400,2250,"Radiocarbon years BP","Individually dated analysis units"
"1034",5683,3304,"FAUNMAP 1.1",7680,7480,"Radiocarbon years BP","Individually dated analysis units"
"1035",5684,3305,"FAUNMAP 1.1",10000,9700,"Radiocarbon years BP","Individually dated analysis units"
"1036",5685,3306,"FAUNMAP 1.1",15000,14000,"Radiocarbon years BP","Individually dated analysis units"
"1037",5685,25267,"Neotoma 1",18420,16850,"Calibrated radiocarbon years BP","Individually dated analysis unit"
"1038",5686,3307,"FAUNMAP 1.1",10000,9000,"Radiocarbon years BP","Individually dated analysis units"
"1039",5687,3308,"FAUNMAP 1.1",30000,28000,"Radiocarbon years BP","Individually dated analysis units"
"1040",5688,3309,"FAUNMAP 1.1",1500,900,"Radiocarbon years BP","Individually dated analysis units"
"1041",5689,3310,"FAUNMAP 1.1",22500,21000,"Radiocarbon years BP","Individually dated analysis units"
"1042",5690,3311,"FAUNMAP 1.1",19000,17000,"Radiocarbon years BP","Individually dated analysis units"
"1043",5691,3312,"FAUNMAP 1.1",14000,13000,"Radiocarbon years BP","Individually dated analysis units"
"1044",5692,3313,"FAUNMAP 1.1",25000,7500,"Radiocarbon years BP","Individually dated analysis units"
"1045",5699,3319,"FAUNMAP 1.1",1350,1150,"Radiocarbon years BP","Individually dated analysis units"
"1046",5700,3320,"FAUNMAP 1.1",2000,1300,"Radiocarbon years BP","Individually dated analysis units"
"1047",5701,3321,"FAUNMAP 1.1",1900,1700,"Radiocarbon years BP","Individually dated analysis units"
"1048",5704,3324,"FAUNMAP 1.1",1450,1200,"Radiocarbon years BP","Individually dated analysis units"
"1049",5707,3327,"FAUNMAP 1.1",21000,20000,"Radiocarbon years BP","Individually dated analysis units"
"1050",5708,3328,"FAUNMAP 1.1",35000,1,"Radiocarbon years BP","Individually dated analysis units"
"1051",5709,3329,"FAUNMAP 1.1",35000,1,"Radiocarbon years BP","Individually dated analysis units"
"1052",5710,3330,"FAUNMAP 1.1",65000,35000,"Radiocarbon years BP","Individually dated analysis units"
"1053",5711,3331,"FAUNMAP 1.1",8400,3300,"Radiocarbon years BP","Individually dated analysis units"
"1054",5720,3335,"FAUNMAP 1.1",33000,29000,"Radiocarbon years BP","Individually dated analysis units"
"1055",5721,3336,"FAUNMAP 1.1",1950,1,"Radiocarbon years BP","Individually dated analysis units"
"1056",5722,3337,"FAUNMAP 1.1",4230,3000,"Radiocarbon years BP","Individually dated analysis units"
"1057",5723,3338,"FAUNMAP 1.1",38000,10000,"Radiocarbon years BP","Individually dated analysis units"
"1058",5725,3340,"FAUNMAP 1.1",11300,1,"Radiocarbon years BP","Individually dated analysis units"
"1059",5727,3342,"FAUNMAP 1.1",14470,10730,"Radiocarbon years BP","Individually dated analysis units"
"1060",5728,3343,"FAUNMAP 1.1",20000,13500,"Radiocarbon years BP","Individually dated analysis units"
"1061",5731,3346,"FAUNMAP 1.1",11880,1,"Radiocarbon years BP","Individually dated analysis units"
"1062",5733,3348,"FAUNMAP 1.1",14470,10730,"Radiocarbon years BP","Individually dated analysis units"
"1063",5737,3352,"FAUNMAP 1.1",14470,10730,"Radiocarbon years BP","Individually dated analysis units"
"1064",5740,3355,"FAUNMAP 1.1",14000,1,"Radiocarbon years BP","Individually dated analysis units"
"1065",5744,3359,"FAUNMAP 1.1",5600,5300,"Radiocarbon years BP","Individually dated analysis units"
"1066",5745,3360,"FAUNMAP 1.1",1860,1660,"Radiocarbon years BP","Individually dated analysis units"
"1067",5746,3361,"FAUNMAP 1.1",1100,300,"Radiocarbon years BP","Individually dated analysis units"
"1068",5747,3362,"FAUNMAP 1.1",40000,25000,"Radiocarbon years BP","Individually dated analysis units"
"1069",5756,3371,"FAUNMAP 1.1",9000,150,"Radiocarbon years BP","Individually dated analysis units"
"1070",5757,3372,"FAUNMAP 1.1",11500,6090,"Radiocarbon years BP","Individually dated analysis units"
"1071",5760,3375,"FAUNMAP 1.1",10000,1,"Radiocarbon years BP","Individually dated analysis units"
"1072",5762,3377,"FAUNMAP 1.1",8000,6700,"Radiocarbon years BP","Individually dated analysis units"
"1073",5763,3378,"FAUNMAP 1.1",4000,100,"Radiocarbon years BP","Individually dated analysis units"
"1074",5768,3383,"FAUNMAP 1.1",2000,1,"Radiocarbon years BP","Individually dated analysis units"
"1075",5770,3385,"FAUNMAP 1.1",14000,1,"Radiocarbon years BP","Individually dated analysis units"
"1076",5774,3389,"FAUNMAP 1.1",25000,22000,"Radiocarbon years BP","Individually dated analysis units"
"1077",5775,3390,"FAUNMAP 1.1",12500,11900,"Radiocarbon years BP","Individually dated analysis units"
"1078",5776,3391,"FAUNMAP 1.1",18600,17000,"Radiocarbon years BP","Individually dated analysis units"
"1079",5777,3392,"FAUNMAP 1.1",18500,17500,"Radiocarbon years BP","Individually dated analysis units"
"1080",5779,3394,"FAUNMAP 1.1",9000,8000,"Radiocarbon years BP","Individually dated analysis units"
"1081",5780,3395,"FAUNMAP 1.1",9300,8500,"Radiocarbon years BP","Individually dated analysis units"
"1082",5781,3396,"FAUNMAP 1.1",14200,13400,"Radiocarbon years BP","Individually dated analysis units"
"1083",5782,3397,"FAUNMAP 1.1",13500,12000,"Radiocarbon years BP","Individually dated analysis units"
"1084",5783,3398,"FAUNMAP 1.1",10500,10100,"Radiocarbon years BP","Individually dated analysis units"
"1085",5784,3399,"FAUNMAP 1.1",8600,8300,"Radiocarbon years BP","Individually dated analysis units"
"1086",5785,3400,"FAUNMAP 1.1",7100,6500,"Radiocarbon years BP","Individually dated analysis units"
"1087",5786,3401,"FAUNMAP 1.1",3000,1,"Radiocarbon years BP","Individually dated analysis units"
"1088",5787,3402,"FAUNMAP 1.1",400,120,"Radiocarbon years BP","Individually dated analysis units"
"1089",5788,3403,"FAUNMAP 1.1",12280,10000,"Radiocarbon years BP","Individually dated analysis units"
"1090",5795,3410,"FAUNMAP 1.1",3100,1,"Radiocarbon years BP","Individually dated analysis units"
"1091",5808,3423,"FAUNMAP 1.1",29000,11000,"Radiocarbon years BP","Individually dated analysis units"
"1092",5811,3426,"FAUNMAP 1.1",4270,1,"Radiocarbon years BP","Individually dated analysis units"
"1093",5814,3429,"FAUNMAP 1.1",11000,1,"Radiocarbon years BP","Individually dated analysis units"
"1094",5817,3432,"FAUNMAP 1.1",7000,150,"Radiocarbon years BP","Individually dated analysis units"
"1095",5827,3442,"FAUNMAP 1.1",2300,650,"Radiocarbon years BP","Individually dated analysis units"
"1096",5828,3443,"FAUNMAP 1.1",3890,1,"Radiocarbon years BP","Individually dated analysis units"
"1097",5829,3444,"FAUNMAP 1.1",2250,1,"Radiocarbon years BP","Individually dated analysis units"
"1098",5830,3445,"FAUNMAP 1.1",10900,10500,"Radiocarbon years BP","Individually dated analysis units"
"1099",5832,3447,"FAUNMAP 1.1",1850,1650,"Radiocarbon years BP","Individually dated analysis units"
"1100",5833,3448,"FAUNMAP 1.1",1850,1650,"Radiocarbon years BP","Individually dated analysis units"
"1101",5834,3449,"FAUNMAP 1.1",1850,1650,"Radiocarbon years BP","Individually dated analysis units"
"1102",5835,3450,"FAUNMAP 1.1",1850,1650,"Radiocarbon years BP","Individually dated analysis units"
"1103",5836,3451,"FAUNMAP 1.1",1850,1650,"Radiocarbon years BP","Individually dated analysis units"
"1104",5837,3452,"FAUNMAP 1.1",1850,1650,"Radiocarbon years BP","Individually dated analysis units"
"1105",5838,3453,"FAUNMAP 1.1",1850,1650,"Radiocarbon years BP","Individually dated analysis units"
"1106",5839,3454,"FAUNMAP 1.1",1850,1650,"Radiocarbon years BP","Individually dated analysis units"
"1107",5840,3455,"FAUNMAP 1.1",1850,1650,"Radiocarbon years BP","Individually dated analysis units"
"1108",5841,3456,"FAUNMAP 1.1",1850,1650,"Radiocarbon years BP","Individually dated analysis units"
"1109",5843,3458,"FAUNMAP 1.1",1850,1650,"Radiocarbon years BP","Individually dated analysis units"
"1110",5845,3460,"FAUNMAP 1.1",1850,1650,"Radiocarbon years BP","Individually dated analysis units"
"1111",5846,3461,"FAUNMAP 1.1",1850,1650,"Radiocarbon years BP","Individually dated analysis units"
"1112",5882,3497,"FAUNMAP 1.1",13000,10000,"Radiocarbon years BP","Individually dated analysis units"
"1113",5895,3510,"FAUNMAP 1.1",2000,50,"Radiocarbon years BP","Individually dated analysis units"
"1114",5896,3511,"FAUNMAP 1.1",1200,50,"Radiocarbon years BP","Individually dated analysis units"
"1115",5914,3529,"FAUNMAP 1.1",15000,10000,"Radiocarbon years BP","Individually dated analysis units"
"1116",5915,3530,"FAUNMAP 1.1",16500,5000,"Radiocarbon years BP","Individually dated analysis units"
"1117",5916,3531,"FAUNMAP 1.1",16000,14000,"Radiocarbon years BP","Individually dated analysis units"
"1118",5918,3533,"FAUNMAP 1.1",12500,11500,"Radiocarbon years BP","Individually dated analysis units"
"1119",5919,3534,"FAUNMAP 1.1",34000,27000,"Radiocarbon years BP","Individually dated analysis units"
"1120",5920,3535,"FAUNMAP 1.1",32000,26000,"Radiocarbon years BP","Individually dated analysis units"
"1121",5921,3536,"FAUNMAP 1.1",35000,30000,"Radiocarbon years BP","Individually dated analysis units"
"1122",5922,3537,"FAUNMAP 1.1",13000,10000,"Radiocarbon years BP","Individually dated analysis units"
"1123",5924,3539,"FAUNMAP 1.1",25000,20120,"Radiocarbon years BP","Individually dated analysis units"
"1124",5929,3544,"FAUNMAP 1.1",10000,1,"Radiocarbon years BP","Individually dated analysis units"
"1125",5934,3549,"FAUNMAP 1.1",550,50,"Radiocarbon years BP","Individually dated analysis units"
"1126",5935,3550,"FAUNMAP 1.1",950,50,"Radiocarbon years BP","Individually dated analysis units"
"1127",5937,3552,"FAUNMAP 1.1",1000,100,"Radiocarbon years BP","Individually dated analysis units"
"1128",5939,3554,"FAUNMAP 1.1",8500,1,"Radiocarbon years BP","Individually dated analysis units"
"1129",5941,3556,"FAUNMAP 1.1",12000,8000,"Radiocarbon years BP","Individually dated analysis units"
"1130",5942,3557,"FAUNMAP 1.1",20000,10000,"Radiocarbon years BP","Individually dated analysis units"
"1131",5943,3558,"FAUNMAP 1.1",20000,8000,"Radiocarbon years BP","Individually dated analysis units"
"1132",5948,3563,"FAUNMAP 1.1",13000,8000,"Radiocarbon years BP","Individually dated analysis units"
"1133",5949,3564,"FAUNMAP 1.1",11000,8000,"Radiocarbon years BP","Individually dated analysis units"
"1134",5950,3565,"FAUNMAP 1.1",13000,9000,"Radiocarbon years BP","Individually dated analysis units"
