"siteid","collectionunitid","sampleid","datasetid","analysisunitid","geochronid","geochrontypeid","agetypeid","age","errorolder","erroryounger","infinite","delta13c","labnumber","materialdated","notes","depenvtid","sitename","rejected"
31528,43127,669743,59622,522688,50725,"Carbon-14","Radiocarbon years BP",41000,NA,NA,TRUE,NA,"AA-44448","Ursus americanus molar",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669724,59622,522688,50706,"Carbon-14","Radiocarbon years BP",38400,3000,3000,FALSE,NA,"AA-33194","Ursus americanus humerus",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669734,59622,522688,50716,"Carbon-14","Radiocarbon years BP",35000,NA,NA,TRUE,NA,"AA-36644","Fratercula humerus",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669744,59622,522688,50726,"Carbon-14","Radiocarbon years BP",41000,NA,NA,TRUE,NA,"AA-44449","Uria aalge humerus",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669663,59622,522688,50647,"Carbon-14","Radiocarbon years BP",3960,50,50,FALSE,NA,"CAMS-31068","Ursus americanus dentary",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669664,59622,522688,50650,"Carbon-14","Radiocarbon years BP",17130,240,240,FALSE,NA,"AA-37873","Phoca hispida femur",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669666,59622,522688,50651,"Carbon-14","Radiocarbon years BP",17805,465,465,FALSE,NA,"AA-37874","Phoca hispida tibia",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669668,59622,522688,50652,"Carbon-14","Radiocarbon years BP",18770,350,350,FALSE,NA,"AA-36662","Phoca hispida vertebra",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669670,59622,522688,50654,"Carbon-14","Radiocarbon years BP",18920,310,310,FALSE,NA,"AA-36659","Phoca hispida skull",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669672,59622,522688,50656,"Carbon-14","Radiocarbon years BP",19170,210,210,FALSE,NA,"AA-33794","Alopex lagopus rib",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669674,59622,522688,50658,"Carbon-14","Radiocarbon years BP",19480,320,320,FALSE,NA,"AA-33793","Vulpes vulpes canine",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669676,59622,522688,50660,"Carbon-14","Radiocarbon years BP",20060,500,500,FALSE,NA,"AA-22884","Phoca hispida humerus",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669681,59622,522688,50662,"Carbon-14","Radiocarbon years BP",20170,450,450,FALSE,NA,"AA-33790","Eumetopias jubatus canine",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669689,59622,522688,50665,"Carbon-14","Radiocarbon years BP",20470,660,660,FALSE,NA,"AA-36660","Phoca hispida skull",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669696,59622,522688,50674,"Carbon-14","Radiocarbon years BP",20820,650,650,FALSE,NA,"AA-36651","Eumetopias jubatus premolar",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669705,59622,522688,50687,"Carbon-14","Radiocarbon years BP",24150,490,490,FALSE,NA,"AA-36665","Phoca hispida phalanx",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669709,59622,522688,50690,"Carbon-14","Radiocarbon years BP",27300,1600,1600,FALSE,NA,"AA-32123","Marmota caligata skull",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669717,59622,522688,50699,"Carbon-14","Radiocarbon years BP",33600,1600,1600,FALSE,NA,"AA-33191","Marmota caligata humerus",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669725,59622,522688,50707,"Carbon-14","Radiocarbon years BP",39000,3100,3100,FALSE,NA,"AA-33198","Ursus americanus rib",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669735,59622,522688,50717,"Carbon-14","Radiocarbon years BP",35000,NA,NA,TRUE,NA,"AA-36650","Alopex lagopus dentary",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669747,59622,522688,50729,"Carbon-14","Radiocarbon years BP",44940,NA,NA,TRUE,NA,"SR-5111","Ursus americanus skull",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669662,59622,522688,50644,"Carbon-14","Radiocarbon years BP",1990,95,95,FALSE,NA,"AA-21568","Lontra canadensis skull",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669665,59622,522688,50648,"Carbon-14","Radiocarbon years BP",17740,270,270,FALSE,NA,"AA-44445","Phoca hispida skull",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669667,59622,522688,50649,"Carbon-14","Radiocarbon years BP",18085,230,230,FALSE,NA,"AA-37878","Phoca hispida radius",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669669,59622,522688,50653,"Carbon-14","Radiocarbon years BP",18860,280,280,FALSE,NA,"AA-36658","Phoca vitulina dentary",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669671,59622,522688,50655,"Carbon-14","Radiocarbon years BP",19060,275,275,FALSE,NA,"AA-18450R","Phoca hispida ulna",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669673,59622,522688,50657,"Carbon-14","Radiocarbon years BP",19240,260,260,FALSE,NA,"AA-36666","Phoca hispida metacarpal",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669675,59622,522688,50659,"Carbon-14","Radiocarbon years BP",19830,350,350,FALSE,NA,"AA-33788","Phoca hispida dentary",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669677,59622,522688,50661,"Carbon-14","Radiocarbon years BP",20110,280,280,FALSE,NA,"AA-33789","Phoca hispida skull",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669682,59622,522688,50663,"Carbon-14","Radiocarbon years BP",20210,270,270,FALSE,NA,"AA-33785","Phoca hispida ulna",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669692,59622,522688,50668,"Carbon-14","Radiocarbon years BP",20550,520,520,FALSE,NA,"AA-33784","Phoca hispida navicular",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669703,59622,522688,50684,"Carbon-14","Radiocarbon years BP",23315,865,865,FALSE,NA,"AA-37867","Phoca hispida skull",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669716,59622,522688,50697,"Carbon-14","Radiocarbon years BP",33200,1600,1600,FALSE,NA,"AA-33192","Uria aalge sternum",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669730,59622,522688,50712,"Carbon-14","Radiocarbon years BP",25000,NA,NA,TRUE,NA,"AA-36653","cf. Ursus americanus premolar",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669740,59622,522688,50722,"Carbon-14","Radiocarbon years BP",40100,NA,NA,TRUE,NA,"AA-33195","Ursus americanus humerus",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669678,59622,522688,50683,"Carbon-14","Radiocarbon years BP",13690,240,240,FALSE,NA,"AA-21564","Phoca hispida humerus",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669688,59622,522688,50664,"Carbon-14","Radiocarbon years BP",20300,360,360,FALSE,NA,"AA-36667","Phoca hispida metacarpal",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669694,59622,522688,50670,"Carbon-14","Radiocarbon years BP",20690,520,520,FALSE,NA,"AA-36646","Alopex lagopus metacarpal",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669702,59622,522688,50682,"Carbon-14","Radiocarbon years BP",23260,470,470,FALSE,NA,"AA-33786","Phoca hispida phalanx",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669715,59622,522688,50698,"Carbon-14","Radiocarbon years BP",32900,2400,2400,FALSE,NA,"AA-21565","Marmota caligata incisor",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669729,59622,522688,50711,"Carbon-14","Radiocarbon years BP",21000,NA,NA,TRUE,NA,"AA-36656","Phoca vitulina pelvis",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669739,59622,522688,50721,"Carbon-14","Radiocarbon years BP",39900,NA,NA,TRUE,NA,"AA-44447","Marmota caligata pelvis",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669679,59622,522688,50680,"Carbon-14","Radiocarbon years BP",11275,90,90,FALSE,NA,"AA-21567","Alopex lagopus pelvis",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669695,59622,522688,50671,"Carbon-14","Radiocarbon years BP",20720,350,350,FALSE,NA,"AA-36657","Phoca vitulina tibia",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669706,59622,522688,50688,"Carbon-14","Radiocarbon years BP",26030,610,610,FALSE,NA,"AA-36643","Fratercula humerus",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669710,59622,522688,50692,"Carbon-14","Radiocarbon years BP",27750,660,660,FALSE,NA,"AA-33796","Marmota caligata skull",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669718,59622,522688,50700,"Carbon-14","Radiocarbon years BP",34100,3000,3000,FALSE,NA,"AA-44442","cf. Saiga tatarica molar",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669726,59622,522688,50708,"Carbon-14","Radiocarbon years BP",39400,3100,3100,FALSE,NA,"AA-33791","cf. Ursus arctos tooth",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669736,59622,522688,50718,"Carbon-14","Radiocarbon years BP",36000,NA,NA,TRUE,NA,"AA-36647","Alopex lagopus metatarsal",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669746,59622,522688,50728,"Carbon-14","Radiocarbon years BP",44500,NA,NA,TRUE,NA,"AA-08871A","Marmota caligata incisor",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669685,59622,522688,50678,"Carbon-14","Radiocarbon years BP",14520,470,470,FALSE,NA,"AA-36661","Phoca hispida skull",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669693,59622,522688,50669,"Carbon-14","Radiocarbon years BP",20660,80,80,FALSE,NA,"CAMS-33980","Phoca hispida ulna",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669704,59622,522688,50686,"Carbon-14","Radiocarbon years BP",23560,770,770,FALSE,NA,"AA-21566","Marmota caligata incisor",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669714,59622,522688,50696,"Carbon-14","Radiocarbon years BP",32000,2200,2200,FALSE,NA,"AA-22883","cf. Saiga tatarica horn core",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669722,59622,522688,50704,"Carbon-14","Radiocarbon years BP",37700,2200,2200,FALSE,NA,"AA-33795","Phoca vitulina dentary",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669731,59622,522688,50713,"Carbon-14","Radiocarbon years BP",27000,NA,NA,TRUE,NA,"AA-36655","cf. Ursus americanus baculum",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31528,43127,669741,59622,522688,50723,"Carbon-14","Radiocarbon years BP",40200,NA,NA,TRUE,NA,"AA-33199","Ursus americanus canine",NA,109,"Shuká Káa (On Your Knees Cave) [PET-408]",FALSE
31743,43347,671180,59864,523875,50909,"Carbon-14","Radiocarbon years BP",14510,450,450,FALSE,NA,"W 2703","Coprolites","Collected by T.L. Péwé, 1971",92,"Chatanika Cut",FALSE
31743,43347,671179,59864,523875,50908,"Carbon-14","Radiocarbon years BP",14760,850,850,FALSE,NA,"GX 0250","Nest","Collected by T.L. Péwé, 1963
",92,"Chatanika Cut",FALSE
31963,43581,674202,60144,525679,51349,"Carbon-14","Radiocarbon years BP",11140,30,30,FALSE,NA,"UGAMS-16240","Castoroides ohioensis tooth",NA,115,"Fairy Hole Rockshelter",FALSE
32017,43636,674344,60204,525815,51372,"Carbon-14","Radiocarbon years BP",8880,50,50,FALSE,NA,"SR-5264","Melanitta fusca bone",NA,109,"Lawyers Cave (Phalanges Phreatic Tube)",FALSE
32017,43636,674343,60204,525814,51371,"Carbon-14","Radiocarbon years BP",6290,50,50,FALSE,NA,"SR-5265","Ursus americanus phalange",NA,109,"Lawyers Cave (Phalanges Phreatic Tube)",FALSE
32018,43637,674347,60206,525816,51373,"Carbon-14","Radiocarbon years BP",10350,100,100,FALSE,NA,"AA-36636","Ursus americanus cranium",NA,109,"Hole 52",FALSE
32018,43637,674348,60206,525817,51374,"Carbon-14","Radiocarbon years BP",4395,70,70,FALSE,NA,"AA-36639","Erethizon dorsata skull",NA,109,"Hole 52",FALSE
32018,43637,674351,60206,525817,51376,"Carbon-14","Radiocarbon years BP",10930,140,140,FALSE,NA,"AA-36638","Ursus americanus skull",NA,109,"Hole 52",FALSE
32018,43637,674349,60206,525817,51375,"Carbon-14","Radiocarbon years BP",4845,60,60,FALSE,NA,"AA-36637","Ursus americanus skull",NA,109,"Hole 52",FALSE
32018,43637,674350,60206,525818,51378,"Carbon-14","Radiocarbon years BP",11460,130,130,FALSE,NA,"AA-33202","Ursus americanus bone",NA,109,"Hole 52",FALSE
32018,43637,674353,60206,525818,51377,"Carbon-14","Radiocarbon years BP",10080,120,120,FALSE,NA,"AA-36641","Ursus americanus bone",NA,109,"Hole 52",FALSE
32018,43637,674352,60206,525818,51379,"Carbon-14","Radiocarbon years BP",10420,110,110,FALSE,NA,"AA-36640","Ursus americanus bone",NA,109,"Hole 52",FALSE
32021,43640,674463,60212,525925,51389,"Carbon-14","Radiocarbon years BP",12130,70,70,FALSE,NA,"UCIAMS-211466","Fox",NA,109,"Ursus Cave (EcSr-47)",FALSE
32021,43640,674464,60212,525925,51394,"Carbon-14","Radiocarbon years BP",11215,60,60,FALSE,NA,"UCIAMS-211464","Black bear",NA,109,"Ursus Cave (EcSr-47)",FALSE
32021,43640,674465,60212,525925,51390,"Carbon-14","Radiocarbon years BP",11610,80,80,FALSE,NA,"UCIAMS-211467","Fox",NA,109,"Ursus Cave (EcSr-47)",FALSE
32021,43640,674466,60212,525925,51396,"Carbon-14","Radiocarbon years BP",10295,60,60,FALSE,NA,"UCIAMS-199812","Marmot",NA,109,"Ursus Cave (EcSr-47)",FALSE
32021,43640,674467,60212,525925,51397,"Carbon-14","Radiocarbon years BP",10370,70,70,FALSE,NA,"UCIAMS-211463","Marmot",NA,109,"Ursus Cave (EcSr-47)",FALSE
32021,43640,674468,60212,525925,51391,"Carbon-14","Radiocarbon years BP",10375,60,60,FALSE,NA,"UCIAMS-211465","Marmot",NA,109,"Ursus Cave (EcSr-47)",FALSE
32021,43640,674469,60212,525925,51395,"Carbon-14","Radiocarbon years BP",10390,60,60,FALSE,NA,"UCIAMS-199813","Black bear",NA,109,"Ursus Cave (EcSr-47)",FALSE
32021,43640,674470,60212,525925,51398,"Carbon-14","Radiocarbon years BP",10220,60,60,FALSE,NA,"UCIAMS-197094","Black bear",NA,109,"Ursus Cave (EcSr-47)",FALSE
32021,43640,674471,60212,525925,51392,"Carbon-14","Radiocarbon years BP",10395,60,60,FALSE,NA,"UCIAMS-211468","Black bear",NA,109,"Ursus Cave (EcSr-47)",FALSE
32021,43640,674472,60212,525925,51393,"Carbon-14","Radiocarbon years BP",10170,50,50,FALSE,NA,"UCIAMS-197093","Black bear",NA,109,"Ursus Cave (EcSr-47)",FALSE
32022,43641,674475,60214,525926,51399,"Carbon-14","Radiocarbon years BP",11950,20,20,FALSE,NA,"UCIAMS-244685","Fox",NA,109,"Kya-wah-yew Cave (EcSt-2)",FALSE
32022,43641,674474,60214,525926,51400,"Carbon-14","Radiocarbon years BP",12225,70,70,FALSE,NA,"UCIAMS-211461","Fox",NA,109,"Kya-wah-yew Cave (EcSt-2)",FALSE
32022,43641,674478,60214,525926,51402,"Carbon-14","Radiocarbon years BP",11830,70,70,FALSE,NA,"UCIAMS-199816","Canis",NA,109,"Kya-wah-yew Cave (EcSt-2)",FALSE
32022,43641,674480,60214,525926,51401,"Carbon-14","Radiocarbon years BP",11695,70,70,FALSE,NA,"UCIAMS-199814","Deer",NA,109,"Kya-wah-yew Cave (EcSt-2)",FALSE
32022,43641,674481,60214,525926,51405,"Carbon-14","Radiocarbon years BP",9340,50,50,FALSE,NA,"UCIAMS-199815","Black bear",NA,109,"Kya-wah-yew Cave (EcSt-2)",FALSE
32022,43641,674482,60214,525926,51407,"Carbon-14","Radiocarbon years BP",10495,60,60,FALSE,NA,"UCIAMS-211462","Marmot",NA,109,"Kya-wah-yew Cave (EcSt-2)",FALSE
32022,43641,674477,60214,525926,51406,"Carbon-14","Radiocarbon years BP",2355,30,30,FALSE,NA,"UCIAMS-210950","Charcoal",NA,109,"Kya-wah-yew Cave (EcSt-2)",FALSE
32022,43641,674479,60214,525926,51404,"Carbon-14","Radiocarbon years BP",10385,25,25,FALSE,NA,"UCIAMS-241998","Charcoal",NA,109,"Kya-wah-yew Cave (EcSt-2)",FALSE
32022,43641,674476,60214,525926,51403,"Carbon-14","Radiocarbon years BP",3390,15,15,FALSE,NA,"UCIAMS-229041","Landsnail",NA,109,"Kya-wah-yew Cave (EcSt-2)",FALSE
32023,43642,674485,60216,525927,51409,"Carbon-14","Radiocarbon years BP",10085,50,50,FALSE,NA,"UCIAMS-197091","Marmot",NA,109,"Dreamtime Cave",FALSE
32023,43642,674484,60216,525927,51408,"Carbon-14","Radiocarbon years BP",12210,70,70,FALSE,NA,"UCIAMS-211472","Mountain goat",NA,109,"Dreamtime Cave",FALSE
32023,43642,674486,60216,525927,51410,"Carbon-14","Radiocarbon years BP",5,10,10,FALSE,NA,"UCIAMS-97092","Elk or cow","Modern",109,"Dreamtime Cave",FALSE
32023,43642,674487,60216,525927,51411,"Carbon-14","Radiocarbon years BP",5,10,10,FALSE,NA,"UCIAMS-197090","Small mammal","Modern",109,"Dreamtime Cave",FALSE
32027,43646,674531,60224,526002,51418,"Carbon-14","Radiocarbon years BP",7320,210,210,FALSE,NA,"TX-6537","bone apatite/carbonate",NA,112,"Hall's Cave",FALSE
32027,43646,674533,60224,525980,51428,"Carbon-14","Radiocarbon years BP",4850,130,130,FALSE,NA,"TX-6413","charcoal","Sample located at lower contact of analysis unit.",112,"Hall's Cave",FALSE
32027,43646,674535,60224,526006,51430,"Carbon-14","Radiocarbon years BP",11290,60,60,FALSE,NA,"CAMS-35971","XAD-resin-purified hydrolyzate from KOH-extracted gelatin from reptile bone",NA,112,"Hall's Cave",FALSE
32027,43646,674538,60224,526006,51433,"Carbon-14","Radiocarbon years BP",11230,100,100,FALSE,NA,"CAMS-9412","gelatin from KOH-extracted collagen from reptile bone",NA,112,"Hall's Cave",FALSE
32027,43646,674546,60224,526006,51423,"Carbon-14","Radiocarbon years BP",7940,130,130,FALSE,NA,"TX-6154","carbonate","Sample located in middle portion of analysis unit.",112,"Hall's Cave",FALSE
32027,43646,674537,60224,526008,51432,"Carbon-14","Radiocarbon years BP",11370,70,70,FALSE,NA,"CAMS-9410","gelatin from KOH-extracted collagen from reptile bone",NA,112,"Hall's Cave",FALSE
32027,43646,674536,60224,526008,51431,"Carbon-14","Radiocarbon years BP",11360,50,50,FALSE,NA,"CAMS-33972","XAD-resin-purified hydrolyzate from KOH-extracted gelatin from reptile bone",NA,112,"Hall's Cave",FALSE
32027,43646,674539,60224,526013,51434,"Carbon-14","Radiocarbon years BP",11830,70,70,FALSE,NA,"CAMS-8737","gelatin from KOH-extracted collagen from Felis onca bone",NA,112,"Hall's Cave",FALSE
32027,43646,674532,60224,526003,51420,"Carbon-14","Radiocarbon years BP",10420,70,70,FALSE,NA,"CAMS-4065","humates","Sample located in lower portion of analysis unit.",112,"Hall's Cave",FALSE
32027,43646,674534,60224,526007,51429,"Carbon-14","Radiocarbon years BP",11410,60,60,FALSE,NA,"CAMS-19972","XAD-resin-purified hydrolyzate from KOH-extracted gelatin from Equus bone",NA,112,"Hall's Cave",FALSE
32027,43646,674541,60224,526012,51419,"Carbon-14","Radiocarbon years BP",13050,140,140,FALSE,NA,"TX-6137","carbonate",NA,112,"Hall's Cave",FALSE
32027,43646,674542,60224,526031,51424,"Carbon-14","Radiocarbon years BP",15420,170,170,FALSE,NA,"TX-7430","bone apatite/carbonate",NA,112,"Hall's Cave",FALSE
32027,43646,674543,60224,525990,51425,"Carbon-14","Radiocarbon years BP",430,60,60,FALSE,NA,"TX-7191","charcoal",NA,112,"Hall's Cave",FALSE
32027,43646,674547,60224,525990,51422,"Carbon-14","Radiocarbon years BP",1430,100,100,FALSE,NA,"TX-6943","Tadarida brasiliensis dung",NA,112,"Hall's Cave",FALSE
32027,43646,674544,60224,526018,51421,"Carbon-14","Radiocarbon years BP",12470,160,160,FALSE,NA,"TX-6096","carbonate",NA,112,"Hall's Cave",FALSE
32027,43646,674545,60224,525967,51427,"Carbon-14","Radiocarbon years BP",2490,90,90,FALSE,NA,"TX-6097","charcoal",NA,112,"Hall's Cave",FALSE
32027,43646,674540,60224,525970,51426,"Carbon-14","Radiocarbon years BP",3190,90,90,FALSE,NA,"TX-6752","charcoal",NA,112,"Hall's Cave",FALSE
32446,44085,675173,60674,526560,51476,"Carbon-14","Radiocarbon years BP",16595,45,45,FALSE,NA,"UCIAMS 219223","Odocoileus hemionus",NA,109,"Crystal Caverns",FALSE
32446,44085,675174,60674,526560,51477,"Carbon-14","Radiocarbon years BP",20730,70,70,FALSE,NA,"UCIAMS 219224","Euceratherium collinum",NA,109,"Crystal Caverns",FALSE
32446,44085,675172,60674,526560,51475,"Carbon-14","Radiocarbon years BP",26090,120,120,FALSE,NA,"UCIAMS 219222","Euceratherium collinum",NA,109,"Crystal Caverns",FALSE
32447,44086,675177,60676,526562,51478,"Carbon-14","Radiocarbon years BP",110,30,30,FALSE,NA,"Beta 533918","Juniperus seeds",NA,109,"Combustion Cave",FALSE
32447,44086,675179,60676,526562,51481,"Carbon-14","Radiocarbon years BP",10155,25,25,FALSE,NA,"UCIAMS 232782","Centrocercus urophasianus",NA,109,"Combustion Cave",FALSE
32447,44086,675180,60676,526562,51487,"Carbon-14","Radiocarbon years BP",52800,NA,NA,TRUE,NA,"UCIAMS 256735","Centrocercus urophasianus",NA,109,"Combustion Cave",FALSE
32447,44086,675176,60676,526562,51479,"Carbon-14","Radiocarbon years BP",155,15,15,FALSE,NA,"UCIAMS 232791","Juniperus bark",NA,109,"Combustion Cave",FALSE
32447,44086,675182,60676,526562,51488,"Carbon-14","Radiocarbon years BP",2550,15,15,FALSE,NA,"UCIAMS 232786","Lepus femur fragment",NA,109,"Combustion Cave",FALSE
32447,44086,675183,60676,526562,51484,"Carbon-14","Radiocarbon years BP",2125,15,15,FALSE,NA,"UCIAMS 232787","Erethizon dorsatum",NA,109,"Combustion Cave",FALSE
32447,44086,675184,60676,526562,51482,"Carbon-14","Radiocarbon years BP",5905,15,15,FALSE,NA,"UCIAMS 232784","Ovis metapodial",NA,109,"Combustion Cave",FALSE
32447,44086,675186,60676,526562,51485,"Carbon-14","Radiocarbon years BP",27000,150,150,FALSE,NA,"UCIAMS 232781","Histrionicus histrionicus",NA,109,"Combustion Cave",FALSE
32447,44086,675185,60676,526562,51483,"Carbon-14","Radiocarbon years BP",25690,130,130,FALSE,NA,"UCIAMS 232780","Gymnogyps californianus",NA,109,"Combustion Cave",FALSE
32447,44086,675178,60676,526561,51480,"Carbon-14","Radiocarbon years BP",46300,1600,1600,FALSE,NA,"UCIAMS 232783","Equus",NA,109,"Combustion Cave",FALSE
32447,44086,675181,60676,526561,51486,"Carbon-14","Radiocarbon years BP",2730,15,15,FALSE,NA,"UCIAMS 232785","Ovis",NA,109,"Combustion Cave",FALSE
32448,44087,675189,60678,526567,51490,"Carbon-14","Radiocarbon years BP",6780,50,50,FALSE,NA,NA,"carbonized left mandible fragment",NA,115,"Charles Church Rockshelter",FALSE
32448,44087,675190,60678,526570,51489,"Carbon-14","Radiocarbon years BP",6620,50,50,FALSE,NA,"Beta 264673","carbonized left mandible fragment",NA,115,"Charles Church Rockshelter",FALSE
32451,44092,675215,60686,526585,51500,"Carbon-14","Radiocarbon years BP",20210,170,170,FALSE,NA,"Beta-85378 ","Neotoma dung pellet",NA,109,"GRCA Cave CC:5:1",FALSE
32451,44092,675217,60686,526586,51496,"Carbon-14","Radiocarbon years BP",18120,100,100,FALSE,NA,"Beta-85381 ","Neotoma dung pellet",NA,109,"GRCA Cave CC:5:1",FALSE
32451,44092,675218,60686,526583,51497,"Carbon-14","Radiocarbon years BP",10950,70,70,FALSE,NA,"CAMS-16004","Oreamnos harringtoni dung pellet",NA,109,"GRCA Cave CC:5:1",FALSE
32451,44092,675219,60686,526587,51499,"Carbon-14","Radiocarbon years BP",44480,1700,1700,FALSE,NA,"Beta-85382 ","Neotoma dung pellet",NA,109,"GRCA Cave CC:5:1",FALSE
32451,44092,675216,60686,526584,51498,"Carbon-14","Radiocarbon years BP",29980,300,300,FALSE,NA,"Beta-85379 ","Neotoma dung pellet",NA,109,"GRCA Cave CC:5:1",FALSE
32454,44095,675233,60692,526592,51506,"Carbon-14","Radiocarbon years BP",13970,90,90,FALSE,NA,"Beta-85370 ","Neotoma dung pellet",NA,109,"GRCA Cave CC:5:5",FALSE
32454,44095,675234,60692,526592,51505,"Carbon-14","Radiocarbon years BP",16120,70,70,FALSE,NA,"CAMS-32678 ","Camelops tooth",NA,109,"GRCA Cave CC:5:5",FALSE
32454,44095,675235,60692,526598,51510,"Carbon-14","Radiocarbon years BP",24570,160,160,FALSE,NA,"Beta-85366 ","Neotoma dung pellet",NA,109,"GRCA Cave CC:5:5",FALSE
32454,44095,675237,60692,526593,51508,"Carbon-14","Radiocarbon years BP",16640,130,130,FALSE,NA,"CAMS-16005 ","Oreamnos harringtoni dung pellet",NA,109,"GRCA Cave CC:5:5",FALSE
32454,44095,675240,60692,526593,51507,"Carbon-14","Radiocarbon years BP",16610,90,90,FALSE,NA,"Beta-85368 ","Neotoma dung pellet",NA,109,"GRCA Cave CC:5:5",FALSE
32454,44095,675238,60692,526595,51512,"Carbon-14","Radiocarbon years BP",17940,100,100,FALSE,NA,"Beta-85369","Neotoma dung pellet",NA,109,"GRCA Cave CC:5:5",FALSE
32454,44095,675236,60692,526597,51511,"Carbon-14","Radiocarbon years BP",46370,3270,3270,FALSE,NA,"Beta-85363 ","Neotoma dung pellet",NA,109,"GRCA Cave CC:5:5",FALSE
32454,44095,675239,60692,526596,51509,"Carbon-14","Radiocarbon years BP",19050,100,100,FALSE,NA,"Beta-85367 ","Neotoma dung pellet",NA,109,"GRCA Cave CC:5:5",FALSE
