ndb.sites.siteid,ndb.sites.sitename,ndb.publications.publicationid,doi,isbn,ndb.publications.citation,ndb.publications.pubtypeid,ndb.collectionunits.collectionunitid,ndb.collectionunits.handle,discovery,ndb.analysisunits.analysisunitid,ndb.analysisunits.analysisunitname,ndb.geochronology.geochronid,ndb.geochronology.labnumber,ndb.geochronology.age,ndb.geochronology.errorolder,ndb.geochronology.erroryounger,ndb.geochronology.infinite,ndb.geochronology.materialdated,taxonname,ndb.variables.taxonid,elementdated,ndb.variables.variableelementid,ndb.repositoryinstitutions.repositoryid,repository,acronym,ndb.specimens.specimennr,ndb.geochronology.depth,ndb.geochronology.notes,ndb.radiocarbon.radiocarbonmethodid,ndb.radiocarbon.d13C,ndb.radiocarbon.d15N,ndb.radiocarbon.C:N,rejected,ndb.geochronology.agetypeid,ndb.geochronology.geochrontypeid,human,validationnotes,geochronologyid,datasetid,sampleid,identifier_check,ndb.datasets.datasetid,geochrondsid_check,ndb.samples.sampleid,valid_geochron
23593,Boardwalk [GbTo-31],NA,10.1017/S0033822200004215,NA,NA,NA,28310,FM4363,CARD,255825,Areas A and C,53908,S-984,2720,90,90,FALSE,shell,NA,NA,NA,NA,NA,NA,NA,NA,NA,Shell Midden,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61517,Valid (existing),681395,Valid
23616,Goldstream Creek Grizzly [AKFAI-VP],NA,10.1038/nature02098,NA,NA,NA,526058,FM4439,literature search,255870,Assemblage 5,NA,AA-26798,35200,2000,2000,FALSE,"bone, Equus cf. E. hemione",Equus cf. E. hemionus,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-20.3,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Invalid,NA,NA,NA,NA
23616,Goldstream Creek Grizzly [AKFAI-VP],NA,10.1038/nature02098,NA,NA,NA,526058,FM4439,literature search,255870,Assemblage 5,NA,AA-26794,36400,2300,2300,FALSE,"bone, Equus cf. E. hemione",Equus cf. E. hemionus,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-20.6,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Invalid,NA,NA,NA,NA
23616,Goldstream Creek Grizzly [AKFAI-VP],NA,10.1038/nature02098,NA,NA,NA,526058,FM4439,literature search,255872,E caballus finds,NA,AA-26806,16480,210,210,FALSE,"bone, Equus ferus/caballus",Equus caballus ferus,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-20.668,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Invalid,NA,NA,NA,NA
23616,Goldstream Creek Grizzly [AKFAI-VP],NA,10.1038/nature02098,NA,NA,NA,526058,FM4439,literature search,255872,E caballus finds,NA,AA-26838,18080,260,260,FALSE,"bone, Equus ferus/caballus",Equus caballus ferus,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-20.7,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Invalid,NA,NA,NA,NA
23616,Goldstream Creek Grizzly [AKFAI-VP],NA,10.1038/nature02098,NA,NA,NA,526058,FM4439,literature search,255872,E caballus finds,NA,AA-26834,19835,155,155,FALSE,"bone, Equus ferus/caballus",Equus caballus ferus,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-20.77,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Invalid,NA,NA,NA,NA
23616,Goldstream Creek Grizzly [AKFAI-VP],NA,10.1038/nature02098,NA,NA,NA,526058,FM4439,literature search,255872,E caballus finds,NA,AA-26801,19390,290,290,FALSE,"bone, Equus ferus/caballus",Equus caballus ferus,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-20.78,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Invalid,NA,NA,NA,NA
23616,Goldstream Creek Grizzly [AKFAI-VP],NA,10.1038/nature02098,NA,NA,NA,526058,FM4439,literature search,255872,E caballus finds,NA,AA-26815,20010,340,340,FALSE,"bone, Equus ferus/caballus",Equus caballus ferus,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-20.86,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Invalid,NA,NA,NA,NA
23616,Goldstream Creek Grizzly [AKFAI-VP],NA,10.1038/nature02098,NA,NA,NA,526058,FM4439,literature search,255872,E caballus finds,NA,AA-26814,22300,410,410,FALSE,"bone, Equus ferus/caballus",Equus caballus ferus,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-21.224,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Invalid,NA,NA,NA,NA
23616,Goldstream Creek Grizzly [AKFAI-VP],NA,10.1038/nature02098,NA,NA,NA,526058,FM4439,literature search,255872,E caballus finds,NA,AA-26817,14120,180,180,FALSE,"bone, Equus ferus/caballus",Equus caballus ferus,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-21.291,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Invalid,NA,NA,NA,NA
23616,Goldstream Creek Grizzly [AKFAI-VP],NA,10.1038/nature02098,NA,NA,NA,526058,FM4439,literature search,255872,E caballus finds,NA,AA-26813,20170,320,320,FALSE,"bone, Equus ferus/caballus",Equus caballus ferus,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-21.358,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Invalid,NA,NA,NA,NA
23616,Goldstream Creek Grizzly [AKFAI-VP],NA,10.1038/nature02098,NA,NA,NA,526058,FM4439,literature search,255872,E caballus finds,NA,AA-26822,12710,170,170,FALSE,"bone, Equus ferus/caballus",Equus caballus ferus,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-21.602,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Invalid,NA,NA,NA,NA
23616,Goldstream Creek Grizzly [AKFAI-VP],NA,10.1038/nature02098,NA,NA,NA,526058,FM4439,literature search,255872,E caballus finds,NA,AA-26832,13250,160,160,FALSE,"bone, Equus ferus/caballus",Equus caballus ferus,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-21.624,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Invalid,NA,NA,NA,NA
23616,Goldstream Creek Grizzly [AKFAI-VP],NA,10.1038/nature02098,NA,NA,NA,526058,FM4439,literature search,255872,E caballus finds,NA,AA-26856,20230,320,320,FALSE,"bone, Equus ferus/caballus",Equus caballus ferus,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-21.8,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Invalid,NA,NA,NA,NA
23593,Boardwalk [GbTo-31],NA,10.1017/S0033822200004215,NA,NA,NA,28310,FM4363,CARD,255825,Areas A and C,53909,S-987,2640,90,90,FALSE,shell,NA,NA,NA,NA,NA,NA,NA,NA,NA,Shell Midden,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61517,Valid (existing),681396,Valid
23593,Boardwalk [GbTo-31],NA,10.1017/S0033822200004215,NA,NA,NA,28310,FM4363,CARD,255825,Areas A and C,53910,S-983,3145,95,95,FALSE,shell,NA,NA,NA,NA,NA,NA,NA,NA,NA,Shell Midden,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61517,Valid (existing),681397,Valid
23593,Boardwalk [GbTo-31],NA,10.1017/S0033822200004215,NA,NA,NA,28310,FM4363,CARD,255825,Areas A and C,53911,S-985,2585,95,95,FALSE,shell,NA,NA,NA,NA,NA,NA,NA,NA,NA,Shell Midden,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61517,Valid (existing),681398,Valid
23593,Boardwalk [GbTo-31],NA,10.1017/S0033822200004215,NA,NA,NA,28310,FM4363,CARD,255825,Areas A and C,53912,S-986,2795,105,105,FALSE,shell,NA,NA,NA,NA,NA,NA,NA,NA,NA,Shell Midden,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61517,Valid (existing),681399,Valid
23597,Bison Skull [OaRw-2],7292,NA,NA,NA,NA,28314,FM4232,CARD,255834,Assemblage,53913,Beta-94895,100,50,50,FALSE,"caribou bone collagen; collagène osseux de caribou, Rangifer tarandus",Rangifer tarandus,NA,NA,NA,NA,NA,NA,NA,NA,"west component, test pit",1,-19,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,40820,Valid (existing),681400,Valid
23618,Fox Permafrost Tunnel [AKFAI-VP],NA,10.1038/nature02098,NA,NA,NA,28336,FM4444,literature search,256118,Assemblage,53914,AA-26783,35000,2100,2100,FALSE,"bone, Equus cf. E. hemione",Equus cf. E. hemionus,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-20.401,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,40862,Valid (existing),681401,Valid
23618,Fox Permafrost Tunnel [AKFAI-VP],NA,10.1038/nature02098,NA,NA,NA,28336,FM4444,literature search,256118,Assemblage,53915,AA-26861,20560,330,330,FALSE,"bone, Equus ferus/caballus",Equus caballus ferus,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-20.8,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,40862,Valid (existing),681402,Valid
23618,Fox Permafrost Tunnel [AKFAI-VP],NA,10.1038/nature02098,NA,NA,NA,28336,FM4444,literature search,256118,Assemblage,53916,AA-26870,19900,305,305,FALSE,"bone, Equus ferus/caballus",Equus caballus ferus,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-20.9,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,40862,Valid (existing),681403,Valid
23618,Fox Permafrost Tunnel [AKFAI-VP],NA,10.1038/nature02098,NA,NA,NA,28336,FM4444,literature search,256118,Assemblage,53917,AA-26844,21800,370,370,FALSE,"bone, Equus ferus/caballus",Equus caballus ferus,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-21,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,40862,Valid (existing),681404,Valid
23618,Fox Permafrost Tunnel [AKFAI-VP],NA,10.1038/nature02098,NA,NA,NA,28336,FM4444,literature search,256118,Assemblage,53918,AA-26872,20450,350,350,FALSE,"bone, Equus ferus/caballus",Equus caballus ferus,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-21,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,40862,Valid (existing),681405,Valid
23618,Fox Permafrost Tunnel [AKFAI-VP],NA,10.1038/nature02098,NA,NA,NA,28336,FM4444,literature search,256118,Assemblage,53919,AA-26825,19740,300,300,FALSE,"bone, Equus ferus/caballus",Equus caballus ferus,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-21.21,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,40862,Valid (existing),681406,Valid
23618,Fox Permafrost Tunnel [AKFAI-VP],NA,10.1038/nature02098,NA,NA,NA,28336,FM4444,literature search,256118,Assemblage,53920,AA-26837,16130,240,240,FALSE,"bone, Equus ferus/caballus",Equus caballus ferus,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-21.3,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,40862,Valid (existing),681407,Valid
23618,Fox Permafrost Tunnel [AKFAI-VP],NA,10.1038/nature02098,NA,NA,NA,28336,FM4444,literature search,256118,Assemblage,53921,AA-26835,19580,300,300,FALSE,"bone, Equus ferus/caballus",Equus caballus ferus,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-21.75,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,40862,Valid (existing),681408,Valid
23618,Fox Permafrost Tunnel [AKFAI-VP],NA,10.1038/nature02098,NA,NA,NA,28336,FM4444,literature search,256118,Assemblage,53922,AA-26810,12560,140,140,FALSE,"bone, Equus ferus/caballus",Equus caballus ferus,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-21.767,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,40862,Valid (existing),681409,Valid
23894,Crenshaw Site [3MI6],NA,10.1017/S0033822200001892,NA,NA,NA,28669,FM3291,literature search,271600,Area 1,53923,Tx-1351,850,50,50,FALSE,wood charcoal,NA,NA,NA,NA,NA,NA,NA,NA,NA,date rejected by author: too young,2,NA,NA,NA,TRUE,4,2,FALSE,NA,NA,NA,NA,Valid,61518,Valid (added),681410,Valid
23894,Crenshaw Site [3MI6],NA,10.1017/S0033822200001892,NA,NA,NA,28669,FM3291,literature search,271600,Area 1,53924,Tx-1352,950,50,50,FALSE,wood charcoal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61518,Valid (existing),681411,Valid
23894,Crenshaw Site [3MI6],NA,10.1017/S0033822200001892,NA,NA,NA,28669,FM3291,literature search,271600,Area 1,53925,Tx-1353,940,50,50,FALSE,twig and bark particles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61518,Valid (existing),681412,Valid
23894,Crenshaw Site [3MI6],NA,10.1017/S0033822200001892,NA,NA,NA,28669,FM3291,literature search,271609,Plot 1 Area 4,53926,Tx-1358,890,50,50,FALSE,wood charcoal,NA,NA,NA,NA,NA,NA,NA,NA,NA,"twig, bark, and pine cone fragments",2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61518,Valid (existing),681413,Valid
23894,Crenshaw Site [3MI6],NA,10.1017/S0033822200001892,NA,NA,NA,28669,FM3291,literature search,271609,Plot 1 Area 4,53927,Tx-1354,1060,60,60,FALSE,wood charcoal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61518,Valid (existing),681414,Valid
23894,Crenshaw Site [3MI6],NA,10.1017/S0033822200001892,NA,NA,NA,28669,FM3291,literature search,271598,Structure (Feature 6),53928,Tx-1355,520,60,60,FALSE,deer bone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61518,Valid (existing),681415,Valid
23894,Crenshaw Site [3MI6],NA,10.1017/S0033822200001892,NA,NA,NA,28669,FM3291,literature search,271598,Structure (Feature 6),53929,Tx-1356,960,60,60,FALSE,wood charcoal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61518,Valid (existing),681416,Valid
29376,Chalahuites,NA,10.1017/S0033822200000631,NA,NA,NA,40080,CHALAHU,literature search,473375,Assemblage,NA,SI-386,2020,80,80,FALSE,charcoal,NA,NA,NA,NA,NA,NA,NA,NA,170-180 cm,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Invalid,NA,NA,NA,NA
29376,Chalahuites,NA,10.1017/S0033822200000631,NA,NA,NA,40080,CHALAHU,literature search,473375,Assemblage,NA,SI-267,2090,100,100,FALSE,charcoal,NA,NA,NA,NA,NA,NA,NA,NA,570-580 cm,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Invalid,NA,NA,NA,NA
29376,Chalahuites,NA,10.1017/S0033822200000631,NA,NA,NA,40080,CHALAHU,literature search,473375,Assemblage,NA,SI-268,2090,100,100,FALSE,charcoal,NA,NA,NA,NA,NA,NA,NA,NA,580-590 cm,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Invalid,NA,NA,NA,NA
29376,Chalahuites,NA,10.1017/S0033822200000631,NA,NA,NA,40080,CHALAHU,literature search,473375,Assemblage,NA,SI-259,2200,120,120,FALSE,charcoal,NA,NA,NA,NA,NA,NA,NA,NA,600-610 cm,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Invalid,NA,NA,NA,NA
29376,Chalahuites,NA,10.1017/S0033822200000631,NA,NA,NA,40080,CHALAHU,literature search,473375,Assemblage,NA,SI-266,2110,120,120,FALSE,charcoal,NA,NA,NA,NA,NA,NA,NA,NA,480-490 cm,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Invalid,NA,NA,NA,NA
29376,Chalahuites,NA,10.1017/S0033822200000631,NA,NA,NA,40080,CHALAHU,literature search,473375,Assemblage,NA,SI-265,2110,140,140,FALSE,charcoal,NA,NA,NA,NA,NA,NA,NA,NA,350-360 cm,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Invalid,NA,NA,NA,NA
29376,Chalahuites,NA,10.1017/S0033822200000631,NA,NA,NA,40080,CHALAHU,literature search,473375,Assemblage,NA,SI-285,1600,150,150,FALSE,charcoal,NA,NA,NA,NA,NA,NA,NA,NA,70-80 cm,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Invalid,NA,NA,NA,NA
23894,Crenshaw Site [3MI6],NA,10.1017/S0033822200001892,NA,NA,NA,28669,FM3291,literature search,271600,Area 1,53930,Tx-1360,970,60,60,FALSE,wood charcoal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61518,Valid (existing),681417,Valid
23894,Crenshaw Site [3MI6],NA,10.1017/S0033822200001892,NA,NA,NA,28669,FM3291,literature search,271610,Plot 1 Area 4,53931,Tx-1357,1050,70,70,FALSE,wood charcoal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61518,Valid (existing),681418,Valid
23894,Crenshaw Site [3MI6],NA,10.1017/S0033822200001892,NA,NA,NA,28669,FM3291,literature search,271599,Antler Pile (Feature 1),53932,Tx-1361,790,70,70,FALSE,wood charcoal,NA,NA,NA,NA,NA,NA,NA,NA,NA,deer antler,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61518,Valid (existing),681419,Valid
23894,Crenshaw Site [3MI6],NA,10.1017/S0033822200001892,NA,NA,NA,28669,FM3291,literature search,271600,Area 1,53933,Tx-1698,830,70,70,FALSE,wood charcoal,NA,NA,NA,NA,NA,NA,NA,NA,NA,pine cone fragments,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61518,Valid (existing),681420,Valid
23894,Crenshaw Site [3MI6],NA,10.1017/S0033822200001892,NA,NA,NA,28669,FM3291,literature search,271598,Structure (Feature 6),53934,Tx-1359,790,270,270,FALSE,deer bone,NA,NA,NA,NA,NA,NA,NA,NA,NA,small sample size,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61518,Valid (existing),681421,Valid
24231,Port au Choix Site [EeBi-2],NA,NA,NA,"Renouf, Miriam A. Priscilla, ed. The cultural landscapes of Port au Choix: Precontact hunter-gatherers of northwestern Newfoundland. Springer Science & Business Media, 2011.",4,29686,EEBI-2,CARD,284888,EeBi-2,53935,I-3788,4290,110,110,FALSE,wood charcoal,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Locus II, Burial 22, same sample as Y-2608 and I-4682",2,-25,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61519,Valid (added),681422,Valid
24231,Port au Choix Site [EeBi-2],NA,NA,NA,"Renouf, Miriam A. Priscilla, ed. The cultural landscapes of Port au Choix: Precontact hunter-gatherers of northwestern Newfoundland. Springer Science & Business Media, 2011.",4,29686,EEBI-2,CARD,284888,EeBi-2,53936,AA-33919,3777,44,44,FALSE,"bone collagen, Castor canadensis incisor",Castor canadensis,NA,incisor,NA,NA,NA,NA,NA,NA,"Locus II, Burial 35B",1,-21,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61519,Valid (existing),681423,Valid
24231,Port au Choix Site [EeBi-2],NA,NA,NA,"Renouf, Miriam A. Priscilla, ed. The cultural landscapes of Port au Choix: Precontact hunter-gatherers of northwestern Newfoundland. Springer Science & Business Media, 2011.",4,29686,EEBI-2,CARD,284888,EeBi-2,53937,AA-29482,3825,60,60,FALSE,"bone collagen, Rangifer tarandus",Rangifer tarandus,NA,NA,NA,NA,NA,NA,NA,NA,"Locus II, Burial 35B",1,-19.7,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61519,Valid (existing),681424,Valid
24231,Port au Choix Site [EeBi-2],NA,NA,NA,"Renouf, Miriam A. Priscilla, ed. The cultural landscapes of Port au Choix: Precontact hunter-gatherers of northwestern Newfoundland. Springer Science & Business Media, 2011.",4,29686,EEBI-2,CARD,284888,EeBi-2,53938,AA-33920,3826,38,38,FALSE,"bone collagen, Rangifer tarandus",Rangifer tarandus,NA,NA,NA,NA,NA,NA,NA,NA,"Locus II, Burial 35B",1,-17.4,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61519,Valid (existing),681425,Valid
24231,Port au Choix 3,NA,NA,NA,"Renouf, Miriam A. Priscilla, ed. The cultural landscapes of Port au Choix: Precontact hunter-gatherers of northwestern Newfoundland. Springer Science & Business Media, 2011.",4,29686,EEBI-2,literature search,284888,EeBi-2,53939,GrA-6478,4220,50,50,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61519,Valid (existing),681426,Valid
24231,Port au Choix 3,NA,NA,NA,"Renouf, Miriam A. Priscilla, ed. The cultural landscapes of Port au Choix: Precontact hunter-gatherers of northwestern Newfoundland. Springer Science & Business Media, 2011.",4,29686,EEBI-2,literature search,284888,EeBi-2,53940,GrA-6479,4160,50,50,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61519,Valid (existing),681427,Valid
24231,Port au Choix 3,NA,NA,NA,"Renouf, Miriam A. Priscilla, ed. The cultural landscapes of Port au Choix: Precontact hunter-gatherers of northwestern Newfoundland. Springer Science & Business Media, 2011.",4,29686,EEBI-2,literature search,284888,EeBi-2,53941,GrA-6495,4150,50,50,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61519,Valid (existing),681428,Valid
24231,Port au Choix 3,NA,NA,NA,"Renouf, Miriam A. Priscilla, ed. The cultural landscapes of Port au Choix: Precontact hunter-gatherers of northwestern Newfoundland. Springer Science & Business Media, 2011.",4,29686,EEBI-2,literature search,284888,EeBi-2,53942,GrA-6496,4000,50,50,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61519,Valid (existing),681429,Valid
24231,Port au Choix 3,NA,NA,NA,"Renouf, Miriam A. Priscilla, ed. The cultural landscapes of Port au Choix: Precontact hunter-gatherers of northwestern Newfoundland. Springer Science & Business Media, 2011.",4,29686,EEBI-2,literature search,284888,EeBi-2,53943,GrA-6501,4130,50,50,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61519,Valid (existing),681430,Valid
24231,Port au Choix 3,NA,NA,NA,"Renouf, Miriam A. Priscilla, ed. The cultural landscapes of Port au Choix: Precontact hunter-gatherers of northwestern Newfoundland. Springer Science & Business Media, 2011.",4,29686,EEBI-2,literature search,284888,EeBi-2,53944,GrA-6525,4000,50,50,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61519,Valid (existing),681431,Valid
24231,Port au Choix 3,NA,NA,NA,"Renouf, Miriam A. Priscilla, ed. The cultural landscapes of Port au Choix: Precontact hunter-gatherers of northwestern Newfoundland. Springer Science & Business Media, 2011.",4,29686,EEBI-2,literature search,284888,EeBi-2,53945,GrA-6526,4150,50,50,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61519,Valid (existing),681432,Valid
24231,Port au Choix 3,NA,NA,NA,"Renouf, Miriam A. Priscilla, ed. The cultural landscapes of Port au Choix: Precontact hunter-gatherers of northwestern Newfoundland. Springer Science & Business Media, 2011.",4,29686,EEBI-2,literature search,284888,EeBi-2,53946,GrA-6527,4100,50,50,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61519,Valid (existing),681433,Valid
24231,Port au Choix 3,NA,NA,NA,"Renouf, Miriam A. Priscilla, ed. The cultural landscapes of Port au Choix: Precontact hunter-gatherers of northwestern Newfoundland. Springer Science & Business Media, 2011.",4,29686,EEBI-2,literature search,284888,EeBi-2,53947,GrA-6666,4130,50,50,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61519,Valid (existing),681434,Valid
24231,Port au Choix Site [EeBi-2],NA,NA,NA,"Renouf, Miriam A. Priscilla, ed. The cultural landscapes of Port au Choix: Precontact hunter-gatherers of northwestern Newfoundland. Springer Science & Business Media, 2011.",4,29686,EEBI-2,CARD,284888,EeBi-2,53948,Y-2608,3370,80,80,FALSE,wood charcoal,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Locus II, Burial 22, same sample as I-3788 and I-4682",2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61519,Valid (existing),681435,Valid
24231,Port au Choix Site [EeBi-2],NA,NA,NA,"Renouf, Miriam A. Priscilla, ed. The cultural landscapes of Port au Choix: Precontact hunter-gatherers of northwestern Newfoundland. Springer Science & Business Media, 2011.",4,29686,EEBI-2,CARD,284888,EeBi-2,53949,I-4682,3690,90,90,FALSE,wood charcoal,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Locus II, Burial 22, same sample as Y-2608 and I-3788",2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61519,Valid (existing),681436,Valid
24231,Port au Choix Site [EeBi-2],NA,NA,NA,"Renouf, Miriam A. Priscilla, ed. The cultural landscapes of Port au Choix: Precontact hunter-gatherers of northwestern Newfoundland. Springer Science & Business Media, 2011.",4,29686,EEBI-2,CARD,284888,EeBi-2,53950,I-4677,3410,100,100,FALSE,wood charcoal,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Locus I, bone removed by construction activities",2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61519,Valid (existing),681437,Valid
24231,Port au Choix Site [EeBi-2],NA,NA,NA,"Renouf, Miriam A. Priscilla, ed. The cultural landscapes of Port au Choix: Precontact hunter-gatherers of northwestern Newfoundland. Springer Science & Business Media, 2011.",4,29686,EEBI-2,CARD,284888,EeBi-2,53951,Y-2609,5120,120,120,FALSE,wood,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Locus II, Burial 42, in the centre of a large bog iron nodule placed as grave offering",2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61519,Valid (existing),681438,Valid
24231,Port au Choix 3,NA,NA,NA,"Renouf, Miriam A. Priscilla, ed. The cultural landscapes of Port au Choix: Precontact hunter-gatherers of northwestern Newfoundland. Springer Science & Business Media, 2011.",4,29686,EEBI-2,literature search,284888,EeBi-2,53952,GSC-1403,4690,130,130,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,FALSE,NA,NA,NA,NA,Valid,61519,Valid (existing),681439,Valid
